label,content,synonym_aug,back_translation
5,Is it too much to ask to have a president who can be a leader and actually wants to help people? People have died and this is what he has to say ᾒE Thank you to everyone who works all year long on preventing wildfires and is actually helping people right now,Is it too much to ask to have a president who rear be a drawing card and actually wants to help people? People have died and this cost what atomic number 2 has to read ᾒE Thank you to everyone world health organization works all year long on preventing wildfires and is actually helping people right now,Is it too much to ask for a president who can be a leader and actually wants to help people? People have died and that's what he has to say E Thank you to everyone who works all year round to prevent forest fires and help people right now.
5,@realDonaldTrump Demonizing California for political base rallying .. While There is gross Negligence of the federal agencies Jurisdiction. in addition EPA blocks a lot of brush clearing options. The state cannot do Because of the federal govt. In fact agencies rarely CAN work together on fires.,@ realDonaldTrump Demonizing California for political base rallying. . While There be gross Negligence of the federal agencies Jurisdiction. in addition environmental protection agency deflect a lot of clash clearing choice. The state cannot cause Because of the federal govt. In fact agencies rarely CAN work together on fires.,"@ realDonaldTrump Demonizing California for Political Base Rallying.. While there is gross negligence of the federal agency jurisdiction. Additionally EPA is blocking a lot of brush cleaning options. The state can't do it because of the federal government. In fact, authorities rarely cooperate on fires."
4,RT @1alexcam: CCTV shows magnitude 7.8 #earthquake hit #Christchurch #NewZealand ⏩  #NZ #kiwi #Tsunami #quake #Kiwis,RT @ 1alexcam: CCTV shows magnitude 7. octet # quake strike # Christchurch # NewZealand ⏩ # NZ # kiwi vine # Tsunami # earthquake # Kiwis,RT @ 1alexcam: CCTV shows magnitude 7.8 # earthquake # Christchurch # New Zealand # New Zealand # kiwi # tsunami # earthquake # kiwis
4,Stay Safe After Flood! Always stay alert with news updates and reports. #Keralasanghaihum #supportkerala #keralaflood #becareful #SGI #insurance,Stay Condom After Flood! Always outride rattling with news program updates and composition. # Keralasanghaihum # supportkerala # keralaflood # becareful # SGI # indemnity,Stay safe after floods! Always keep an eye on news and reports. # Keralasanghaihum # supportkerala # keralaflood # becareful # SGI # insurance
5,"RT @AP_Politics: #APFactCheck: Trump’s misdirection on California fires, climate By @CalWD and @HopeYen1.","RT @ AP_Politics: # APFactCheck: Cornet ’ s misdirection on California fires, clime By @ CalWD and @ HopeYen1.","RT @ AP _ Politics: # APFactCheck: Trump misled on California fires, climate by @ CalWD and @ HopeYen1."
8,RT @Federation: #Ecuador: we anticipate urgent health needs in communities affected by #EcuadorEarthquake,RT @ Confederacy: # Republic of ecuador: we anticipate pressing wellness need in communities affected by # EcuadorEarthquake,RT @ Federation: # Ecuador: We expect urgent health needs in communities affected by the # EcuadorEarthquake
1,RT @abpnewstv: Touching! Cancer-stricken beggar donates Rs 5000 For #KeralaFloodRelief #Gujarat #HumanityFirst #KeralaReliefFund /,RT @ abpnewstv: Touching! Cancer the crab - stricken beggar donate R 5000 For # KeralaFloodRelief # Gujarat # HumanityFirst # KeralaReliefFund /,RT @ abpnewstv: Touching! Cancer patient beggar donates 5000 rupees to # KeralaFloodRelief # Gujarat # HumanityFirst # KeralaReliefFund /
6,"Hundreds have died, thousands still waiting to get rescued, More than 300, 000 in relief camps, an estimated loss of 1.5 Billion Rupees so far. Please help us ☹️☹️☹️ #keralafloods","C receive go, thousands still waiting to get rescue, More than than 300, 000 in ministration camp, an estimated loss of one. 5 Billion Rupees so far. Please help us ☹ ️ ☹ ️ ☹ ️ # keralafloods","Hundreds have died, thousands are still waiting to be rescued, more than 300,000 are in makeshift camps, estimated to have cost 1.5 billion rupees so far."
3,"I love you, California. Wishing for safety for all God’s creatures in the path of these terrible fires. Deep thanks to all who put themselves in harm’s way to protect us. Artwork by @3FishStudios h/t @jessphoenix2018","I love you, California. Wish for safety for all God ’ s creatures in the path of these terrible firing. Deep thanks to all who put themselves in harm ’ s style to protect us. Graphics by @ 3FishStudios h / t @ jessphoenix2018","I love you, California. I want safety for all of God's creatures on their way to these terrible fires. Thank you very much to all who stand in our way to protect us."
4,RT @abpnewstv: SC orders to maintain water level of #Mullaperiyar dam at 139 ft #KeralaFloods,RT @ abpnewstv: SC orders to maintain water stratum of # Mullaperiyar dkm at 139 ft # KeralaFloods,RT @ abpnewstv: SC orders Mullaperiyar Dam to maintain water level at 139ft # KeralaFloods
7,RT @Mix1037FMNews: Heres the skinny on current evacuations. #rmwb @Mix1037radio,RT @ Mix1037FMNews: Heres the skinny on current excretion. # rmwb @ Mix1037radio,RT @ Mix1037FMNews: Here's the thin on current evacuations. # rmwb @ Mix1037radio
7,RT @abc7newsBayArea: Google is helping evacuees from the Canadian wildfire with satellite images of the region.  htt,RT @ abc7newsBayArea: Google represent helping evacuee from the Canadian wildfire with satellite image of the realm. htt,RT @ abc7newsBayArea: Google helps evacuees from the Canadian wildfire with satellite imagery from the region. htt
7,"Update: The situation in Southern California has gone from bad to worse, as residents have been ordered to evacuate after the Woolsey Fire jumped over the 101 freeway, which is now closed in both directions for approximately four miles.”","Update: The situation in Southern California has gone from bad to worse, as residents have been ordered to void after the Woolsey Flack jumped over the one hundred one state highway, which is now close in both directions for approximately four miles. ”","Update: The situation in Southern California has worsened as residents were told to evacuate after the Woolsey fire jumped over Interstate 101, which is now closed in both directions for about four miles."
6,I added a video to a @YouTube playlist  Camp fire: 42 people dead as firefighting efforts continue,I add a video to a @ YouTube playlist Camp fire: xlii hoi polloi deadened as firefighting efforts continue,I added a video to a @ YouTube playlist Camp fire: 42 people die as firefighting continues
4,"RT @gamerswift13: State of Emergency declared for Dunedin. Tsunami warning, land threat. Beach and marine threat for the remainder of New Z","RT @ gamerswift13: State of Emergency declare for Dunedin. Tsunami warning, land threat. Beach and nautical threat for the remainder of New Omega","RT @ gamerswift13: State of emergency declared for Dunedin. Tsunami warning, land threat. Beach and sea threat for rest of New Z"
3,It is Heart wrenching to see families in Kerala go through so much agony and suffering. Let us try and extend the maximum support we could and pray for the people out there to recover from this terrible loss #Keralafloods,It personify Heart wrenching to see families in Kerala pass through with therefore much agony and suffering. Let usa essay and extend the maximal support we could and pray for the people out there to recuperate from this terrible loss # Keralafloods,It is heartbreaking to see families in Kerala go through so much pain and suffering. Let's try to provide the greatest possible support and pray for the people out there to recover from this terrible loss # Keralafloods
5,The idiots emerge when the water recedes.. these flood experts to more harm to the country then anyone else,The idiots issue when the water recedes. . these flood expert to to a greater extent harm to the land then anyone else,The idiots appear when the water recedes.. these flood experts are hurting the country more than anyone else
6,"More remains have been found amid a huge Northern California wildfire, raising the death toll there to 59. Listen here:","More remains have been discover amid a brobdingnagian Northern Ca wildfire, raise the death toll there to ilx. Hear here:","Other remains have been found amid a massive wildfire in Northern California, bringing the death toll there to 59."
3,RT @MovieDrama_BUFF: I didnt know #SriLanka had a huge damage because of heavy flood. I hope the situation will get well soon. #FloodSL,RT @ MovieDrama_BUFF: Iodin didnt know # SriLanka had a huge legal injury because of heavy flood. 1 hope the office will receive well shortly. # FloodSL,RT @ MovieDrama _ BUFF: I didn't know that # Sri Lanka had huge damage from severe flooding. I hope the situation will improve soon. # FloodSL
7,Good news - @RachelNotley says #YMMfire evacuees may be eligible for transitional accommodation benefits.,Dear tidings - @ RachelNotley says # YMMfire evacuee may personify eligible for transitional adjustment benefits.,Good news - @ RachelNotley says # YMMfire evacuees may be entitled to temporary accommodation.
4,Civil Defence sirens going off all over Lower Hutt - probably Tsunami Warning for those on the valley floor Eeery as #eqnz,Civil Defense sirens decease away all over Miserable Hutt - probably Tsunami Warning for those on the valley base Eeery as # eqnz,"Across Lower Hutt, civil defense sirens wailed - presumably a tsunami warning for valley dwellers as # eqnz"
6,"Woman dies of leptospirosis in flood-hit Kerala, raising the death toll due to the rat fever outbreak. #Kerala #Leptospirosis #KeralaFloods #medicalnews","Womanhood drop dead of leptospirosis in flood - hit Kerala, raise the demise bell due to the rat fever outbreak. # Kerala # Leptospirosis # KeralaFloods # medicalnews","Woman dies of leptospirosis in flooded Kerala, increasing death toll from rat fever outbreak. # Kerala # leptospirosis # KeralaFloods # medicalnews"
5,This is America at its finest folks give what you can to those in need and goddamnit buy local cause Jeff bezos doesn’t help for shit,This is U.s. at information technology o.k. folks give what you can to those in need and goddamnit buy local movement Jeff bezos doesn ’ t help for dickhead,This is America at its finest people giving what you can to those in need and god damn buy local thing Jeff Bezos doesn't help for shit
5,"A good start for reconstruction by current generation will be to mark flood levels, in their homes and in every public place so that this info is handed down to the next generation @thummarukudy writes in @IndianExpress","A good start for reconstruction by current coevals will equal to mark flood degree, in their domicile and in every public place so that this information is handed down to the adjacent generation @ thummarukudy writes in @ IndianExpress",A good start to rebuilding the current generation is to mark flood levels in their homes and in any public place so that this information is passed on to the next generation. @ thummarukudy writes in @ IndianExpress
